chunk_id,condition_name,question,answer,section,source_url,source_path
nosebleed::medical_treatment,Nosebleed,What should I know about nosebleed and medical treatment?,"There are 2 main treatments that a doctor may use to stop your nose bleeding.

Cautery
A doctor will seal where the blood is coming from. They will press a stick with a special chemical on it to stop the bleeding.

A doctor will seal where the blood is coming from. They will press a stick with a special chemical on it to stop the bleeding.

Nasal packing
A doctor will pack your nose with sponges to stop the bleeding. You may need to stay in hospital for a day or two. This treatment is used if cautery is not possible.

A doctor will pack your nose with sponges to stop the bleeding. You may need to stay in hospital for a day or two. This treatment is used if cautery is not possible.",medical_treatment,https://www2.hse.ie/conditions/nosebleed/#medical-treatment,/conditions/nosebleed/
nosebleed::when_a_nosebleed_stops,Nosebleed,What should I know about nosebleed and when a nosebleed stops?,"For 24 hours after a nosebleed, try not to irritate your nose. This might start another nosebleed.",when_a_nosebleed_stops,https://www2.hse.ie/conditions/nosebleed/#when-a-nosebleed-stops,/conditions/nosebleed/
obesity::causes,Obesity,What causes obesity?,"There is no single cause of obesity. But there are some risk factors.

Some of these may be outside your control. You can develop obesity even if you eat well and are active.

Causes of obesity",causes,https://www2.hse.ie/conditions/obesity/#causes-of-obesity,/conditions/obesity/
obesity::how_to_find_out_if_you_have_obesity,Obesity,What should I know about obesity and how to find out if you have obesity?,"Your doctor may ask if they can check:

- your weight and height, to calculate your body mass index (BMI)
- your waist circumference, if your BMI is less than 35kg per m2
- your waist to height ratio
- if you have any health problems that are linked to obesity

They may diagnose you with obesity if you have excess body fat and any health problems linked to obesity.

Diagnosing obesity",how_to_find_out_if_you_have_obesity,https://www2.hse.ie/conditions/obesity/#how-to-find-out-if-you-have-obesity,/conditions/obesity/
obesity::treating_obesity,Obesity,What should I know about obesity and treating obesity?,"Things you can do to manage obesity include:

- getting good quality sleep
- looking after your mental health
- healthy eating
- being active
- managing other health conditions you have

Managing obesity can improve your quality of life. It will also reduce your risk of weight-related health problems. It's not just about losing weight.

Your healthcare team may also offer you other treatments for obesity.

These can include:

- referrals to other healthcare professionals
- specialist weight management services
- weight management support programmes
- medicine
- surgery

Your doctor can work with you to find the best treatments that suit you and your life.

Help and support for obesity",treating_obesity,https://www2.hse.ie/conditions/obesity/#treating-obesity,/conditions/obesity/
oral_thrush_mouth_thrush::causes,Oral thrush (mouth thrush),What causes oral thrush (mouth thrush)?,"You or your child might get thrush if you're:

- taking antibiotics
- taking steroid inhalers for conditions such as asthma or chronic obstructive pulmonary disease (COPD)
- taking medicine that affects your immune system, such as chemotherapy
- diagnosed with a condition that weakens your immune system, such as certain types of cancer or HIV",causes,https://www2.hse.ie/conditions/oral-thrush/#causes-of-oral-thrush,/conditions/oral-thrush/
oral_thrush_mouth_thrush::prevention,Oral thrush (mouth thrush),How can oral thrush (mouth thrush) be prevented?,There are some things you can do to help prevent oral thrush.,prevention,https://www2.hse.ie/conditions/oral-thrush/#preventing-oral-thrush,/conditions/oral-thrush/
oral_thrush_mouth_thrush::check_if_its_oral_thrush,Oral thrush (mouth thrush),What should I know about oral thrush (mouth thrush) and check if its oral thrush?,"The signs of thrush are different in children, adults and babies.

Adults and children over 12 months
Signs of oral thrush include:
- white patches or spots in your mouth that cannot be rubbed off
- a red patch that can bleed if you wipe off a white spot
- spots that join together to form larger patches - these can become yellow
- a red or sore area under your dentures
- a red and sore mouth without white spots, especially after taking antibiotics or steroids
- food does not taste the same

Signs of oral thrush include:

- white patches or spots in your mouth that cannot be rubbed off
- a red patch that can bleed if you wipe off a white spot
- spots that join together to form larger patches - these can become yellow
- a red or sore area under your dentures
- a red and sore mouth without white spots, especially after taking antibiotics or steroids
- food does not taste the same",check_if_its_oral_thrush,https://www2.hse.ie/conditions/oral-thrush/#check-if-its-oral-thrush,/conditions/oral-thrush/
oral_thrush_mouth_thrush::treating_oral_thrush_in_adults,Oral thrush (mouth thrush),What should I know about oral thrush (mouth thrush) and treating oral thrush in adults?,"Adults can treat oral thrush at home with an antifungal mouth gel or liquid medicine. You can get some of these without a prescription.

Your pharmacist will tell you how to use it.

Treatment usually lasts at least 7 days. Always follow the packet instructions. Keep all medicines out of sight and reach of children.

Oral thrush in adults is not contagious, but you should treat it as soon as possible. The infection can spread to other parts of the body if it's not treated.",treating_oral_thrush_in_adults,https://www2.hse.ie/conditions/oral-thrush/#treating-oral-thrush-in-adults,/conditions/oral-thrush/
oral_thrush_mouth_thrush::treating_oral_thrush_in_babies_and_children,Oral thrush (mouth thrush),What should I know about oral thrush (mouth thrush) and treating oral thrush in babies and children?,"Contact your GP if you think your baby has oral thrush, and they are less than 1 month old.

Or contact your GP or pharmacist, if your child is over 1 month old.

They may treat your baby with:

- a liquid antifungal mouth gel (for babies age 4 months and older)
- an antifungal cream - if your baby also has nappy rash

If the infection does not clear after 7 days, your GP can prescribe other treatment.

If you are breastfeeding, your GP or pharmacist may recommend an antifungal cream for nipple thrush .

Helping your child's oral thrush at home
There are things you can do to ease your child's symptoms and stop the spread of infection.

There are things you can do to ease your child's symptoms and stop the spread of infection.",treating_oral_thrush_in_babies_and_children,https://www2.hse.ie/conditions/oral-thrush/#treating-oral-thrush-in-babies-and-children,/conditions/oral-thrush/
organ_donation::after_organ_donation,Organ donation,What should I know about organ donation and after organ donation?,"The donor coordinator will write to the donor family after a few weeks. They will give an update on each person who benefitted from the organ donation.

The donor's identity and the person who received the donated organs are kept confidential.

Funeral arrangements
Donating your organs does not change how your body looks or delay your funeral arrangements. There will be no visible signs of organ donation if you want to have an open casket (coffin) funeral.

Donating your organs does not change how your body looks or delay your funeral arrangements. There will be no visible signs of organ donation if you want to have an open casket (coffin) funeral.",after_organ_donation,https://www2.hse.ie/conditions/organ-donation/#after-organ-donation,/conditions/organ-donation/
organ_donation::how_organ_donation_works,Organ donation,What should I know about organ donation and how organ donation works?,"If you decide to donate your organs, they will only be removed when 2 doctors, working independently, have certified that you are dead following many tests.

Doctors and nurses carry out the operation in a hospital operating theatre.

All organs donated reach the best matched people in Ireland. If there is no suitable match in Ireland, they are used in the UK or other EU countries. This allows the donor to save as many lives as possible.",how_organ_donation_works,https://www2.hse.ie/conditions/organ-donation/#how-organ-donation-works,/conditions/organ-donation/
organ_donation::how_to_become_an_organ_donor,Organ donation,What should I know about organ donation and how to become an organ donor?,"If you are 18 or older and living in Ireland, you will be considered a potential organ donor when you die.

Talk to your next of kin about what you would like to do. Your next of kin will always be consulted before any action is taken.

If you want to be an organ donor, you do not need to take any action with the opt-out register.",how_to_become_an_organ_donor,https://www2.hse.ie/conditions/organ-donation/#how-to-become-an-organ-donor,/conditions/organ-donation/
